epoch,acc,loss,val_acc,val_loss
36,0.950169973714011,0.0621596311884267,0.9358716221416697,0.11724386451875463
37,0.9546000957489014,0.04966988808342389,0.9432382926796422,0.07351877517772443
38,0.9534492135047913,0.05341646703226226,0.9521257859287839,0.05580646747892553
39,0.9554732373782566,0.0474376808319773,0.953746447057435,0.051842040862097885
40,0.9561341932841709,0.04445553775876761,0.954287872169957,0.05104047071301576
41,0.956628098658153,0.04281106452856745,0.9544956250624224,0.04941868736888423
42,0.9567478929247175,0.04220166906182255,0.9567440766276736,0.045215713706883515
43,0.9569869765213558,0.04132797358823674,0.9554157202894037,0.0492795929312706
44,0.9568273953029087,0.0419101855052369,0.9543869170275602,0.049419635511708984
45,0.9569205684321267,0.04151099731347391,0.9556080753153021,0.048532475124705925
46,0.9570513205868857,0.04109739349888904,0.9541610479354858,0.04999252702250625
47,0.9571590883391244,0.04059637130371162,0.953819518739527,0.05008292243336186
48,0.9571757401738848,0.040500973165035245,0.9537558122114702,0.04965617801203872
49,0.9572437848363604,0.04016526067363364,0.9549274462642092,0.04818246863556631
50,0.9573602361338479,0.039711344401751246,0.952936873291478,0.05139413419546503
51,0.9573750368186406,0.03957983649202756,0.9556500532410361,0.0461487684286002
52,0.9574098425252097,0.03934631733489888,0.9553360090111241,0.04853427252083114
53,0.9574445085866111,0.03922155190791402,0.9539083007610205,0.049688033759593964
54,0.9572999477386475,0.039952058611171584,0.9549462339457344,0.04805272554650026
55,0.9572516892637525,0.040029468946158886,0.9530914823214213,0.05036576814723737
56,0.9573248565196991,0.03974284803760903,0.9545668905431574,0.04778341170061718
57,0.9575002414839608,0.03899140017373221,0.9545807820377927,0.04836041457725294
58,0.9575756234782082,0.038700663458023754,0.9553314736395171,0.04949879555991202
59,0.95752557856696,0.03890952843108347,0.9555651960950909,0.04718815478863138
60,0.9574156097003392,0.039247778936156205,0.9515097719250303,0.0546623965104421
61,0.9574712029525212,0.0390493658770408,0.9577653335802483,0.04410997891064846
62,0.9575320584433419,0.038862683943339756,0.9521883003639452,0.05092688537005222
63,0.9575658696038383,0.038695044123700686,0.9558931318196383,0.047942225454431595
64,0.9574328328881945,0.03929448989885194,0.9525974609635093,0.05130267775419987
65,0.9574247232505253,0.039207598912928784,0.9554996797532747,0.047833005474372345
66,0.9575817389147622,0.03854487847004618,0.9545554121335348,0.04931168980670698
67,0.9576724205698286,0.03808598483779601,0.9552164204192884,0.04733831017757907
68,0.9576916388102941,0.037979181456778734,0.9519627365199003,0.05203309643900755
69,0.9576519182750157,0.0383318283994283,0.9559459740465338,0.04583882630774469
70,0.957733211347035,0.037842379058046,0.9542851556431163,0.04878956892273643
71,0.9577723545687539,0.03765810472624642,0.9558309370821173,0.04700018183299989
72,0.957695551429476,0.0380213915769543,0.9555136491270626,0.04708564128069317
73,0.9577373376914433,0.03779853585043124,0.9550494407162522,0.04853461423155033
74,0.9577337827001299,0.03782626994486366,0.9558248826951692,0.04797274845116066
75,0.9577569808278765,0.0378116300329566,0.9538143909338749,0.04865426671775905
76,0.9577764110905783,0.037607971419181145,0.95551357124791,0.04656360806389288
77,0.957753494807652,0.03770932956997838,0.9572266249945669,0.04412062319390701
78,0.9576408905642373,0.038274290705365796,0.9534052213033041,0.049531315086465896
79,0.9575895709650857,0.03853715820504086,0.9544216484734507,0.04923133664962017
80,0.9577499287469047,0.03770787465785231,0.9571303020824086,0.04564291814511472
81,0.9578206138951438,0.03753099614488227,0.9534946084022522,0.048685421772075424
82,0.9578875260693687,0.037080559161092555,0.9558194514476892,0.04627182899099408
83,0.9578687225069319,0.037077382765710355,0.9555676164049091,0.047308701344511726
84,0.957865241595677,0.037252041990203516,0.9560715899322972,0.04777326773513447
85,0.9578015387058259,0.03752720877528191,0.9546919031576677,0.04698728939349001
86,0.9578448133809226,0.03728897387960128,0.9550171313863812,0.04770590861638387
87,0.9577569075993129,0.037656116911343164,0.9529906276500586,0.04918636212294752
88,0.957795558656965,0.03753877958016736,0.9572426333571925,0.04444187902139895
89,0.9578019670077733,0.037569416793329376,0.9544778141108426,0.04798566211353649
90,0.9578690162726811,0.03714459471936737,0.9552955907933852,0.046792234348900175
91,0.9579005479812622,0.03696051404944488,0.9542981458432747,0.048450356857343155
92,0.9578896565096718,0.03701377298150744,0.9543588342088641,0.04759210223952929
93,0.9579112946987152,0.03683580897216286,0.9561150814547683,0.04605324272856568
94,0.9579325769628797,0.03679943212441036,0.9540906909740332,0.04833608843160398
95,0.9579574908529009,0.0365924157468336,0.9554945374980117,0.04642024918487578
96,0.9579205444880894,0.03669466860592365,0.9544938170548641,0.04780437876329278
97,0.9579044640064239,0.036819300268377576,0.9561177907568036,0.04741759045105992
98,0.9579213312694005,0.03681379604552473,0.9567881696151964,0.04453141682527282
99,0.9579317927360534,0.03666211513004133,0.9536075501730947,0.04911924616405458
100,0.9578164117676872,0.0373888550060136,0.9531721021189834,0.04888598338672609
101,0.9578635326453617,0.037091513723134996,0.9558463259176775,0.04720371193958051
102,0.9579471009118217,0.03665089535393885,0.9537923534711202,0.047977343878962776
103,0.957881828716823,0.03706635449613844,0.9577780149199746,0.04415093746149179
104,0.957953360251018,0.03652263509907893,0.9541842991655524,0.048128724211093155
105,0.957997705255236,0.03634608816355467,0.9534330006801721,0.04856867681850086
106,0.9580019022737231,0.036229736411145755,0.9557288722558455,0.04563926318378159
107,0.9580094524792262,0.03611856408949409,0.9559529243093549,0.04636816398212404
108,0.9580001933234078,0.03626499056283917,0.9556405544281006,0.04649233379784752
109,0.9580135796751295,0.03612101902919156,0.9552988662864222,0.04644997508236856
110,0.9579072381768908,0.036802542103188375,0.9544787154053197,0.04845526972503373
111,0.957894138778959,0.03688683749309608,0.9548561843958768,0.04713115491198771
112,0.9575707793235779,0.03817461050514664,0.9569617979454271,0.04645899829990936
113,0.9558691969939641,0.04506120370434863,0.47174551089604694,3.0716564655303955
114,0.9547171115875244,0.04902922857020583,0.9476448965795112,0.07405612662886128
115,0.9571633551801954,0.04020669188882623,0.9549908565752434,0.047569163143634796
116,0.9576072939804622,0.03827648404985666,0.9545983058033567,0.048123181092016624
117,0.9577742065702166,0.03747036656630891,0.9560217748988759,0.04561640751181227
118,0.9579463831015995,0.03668247288359063,0.9562180566065239,0.04584955130562638
119,0.9579817618642534,0.03641283405678613,0.9555987119674683,0.04640543099605676
120,0.9579999106270927,0.036260415241122244,0.9548516526366725,0.04728714196067868
121,0.9580193425927843,0.036154424638620446,0.9549256310318456,0.04725580075473496
122,0.9580544335501534,0.0359351996332407,0.9553402337160978,0.04757888400644967
123,0.9580774247646332,0.03577322733721563,0.955794688427087,0.04651528958118323
124,0.9580792784690857,0.03566031535821301,0.9552315256812356,0.04620885928020333
125,0.9581042613301959,0.03556856917483466,0.9561328942125494,0.046090529610713325
126,0.9580983485494341,0.03556222338229418,0.9564060919425067,0.04509038127520505
127,0.9580873191356659,0.035684097238949365,0.9541175762812296,0.04835396350333185
128,0.9580799136843,0.03570932714002473,0.9550977511839434,0.046953377850127945
129,0.9580903104373387,0.03557179570198059,0.9556521592718182,0.04631603396300114
130,0.9580937240804944,0.0356164764346821,0.9546789256009188,0.047478343839898254
131,0.9580579204218728,0.03580589046967881,0.9574890353462913,0.043894110642599335
132,0.9580526547772544,0.03588968983718327,0.95547098643852,0.0483413196422837
133,0.9580226898193359,0.036039459625525135,0.9550609245444789,0.04828531803055243
134,0.9580224735396249,0.03597277849912643,0.9575373494263851,0.04431722584095868
135,0.9580419778823852,0.035967230424284936,0.9540339238715895,0.0476377010345459
136,0.9580597698688507,0.03584225989345993,0.9549325812946666,0.048702999385017334
137,0.9580815536635262,0.03566020908100265,0.9552300175031027,0.04480873014439236
138,0.9580542206764221,0.035850895488900796,0.9560749205675992,0.04591392996636304
139,0.9581049723284585,0.0354986630912338,0.9547791770010283,0.04703233752286795
140,0.9580373500074659,0.03594166649771588,0.9534317941376658,0.04905818583387317
141,0.958030663217817,0.035921549344701424,0.9569122737104242,0.04470593860429345
142,0.9581111601420811,0.03549515370811735,0.9554419932943402,0.0463192482112032
143,0.9581274628639221,0.03530618559036936,0.9554238807071339,0.0468273377328208
144,0.958136361837387,0.03519560415297747,0.9553583159166223,0.046259885106016606
145,0.9581491751330239,0.03512499106249639,0.9563328118035288,0.04572997558297533
146,0.9581190654209681,0.03536513990589551,0.9549401276039354,0.04787543585354632
147,0.9581153622695378,0.03538274722439902,0.95498572696339,0.04737649316137487
148,0.9581191301345825,0.03540079138640847,0.955075406666958,0.04650733642505877
149,0.9580539345741272,0.03574425775025572,0.9566761363636364,0.045239766890352424
150,0.9580068911824907,0.03605369494429656,0.9557578545628171,0.04651866491996881
151,0.9580790604863848,0.03562387941139085,0.9539255138599512,0.047937069201108184
152,0.9580821199076516,0.03557864129543305,0.9571632092649286,0.04439513949733792
153,0.9580915195601327,0.03546772633812257,0.9544729861346158,0.048485691235824066
154,0.9581276050635746,0.03519843750234161,0.955888903502262,0.04663745539657997
155,0.9579333594867161,0.03628408959401505,0.9566673780932571,0.04467718754753922
156,0.9580038258007595,0.035932512741003717,0.9516254266103109,0.050920679487965324
157,0.9580596310751779,0.03557502305401223,0.9576345736330206,0.044785122753995835
158,0.958114504814148,0.035220107595835416,0.955248438950741,0.047805733075647644
159,0.9581519450460162,0.03508837332150766,0.9559027968030988,0.04525619632366932
160,0.9581724498953138,0.03502494440014873,0.954585915262049,0.04675861109386791
161,0.9581441930362157,0.03515050592167037,0.9548809401916735,0.047141784971410576
162,0.9581428340503148,0.03513802529445716,0.9554057962754193,0.046449303407879436
163,0.9581687433379037,0.034931489905076364,0.9543147610895562,0.0479187099545291
164,0.9581612714699337,0.03493246529251337,0.9556917277249423,0.04597058785006856
165,0.9581824830600194,0.03485273670937334,0.9555615728551691,0.04761769554831765
166,0.9581573597022466,0.034952959764216626,0.9567627960985358,0.04475428401069208
167,0.9581664672919682,0.03490985365850585,0.9552112944198378,0.04578844153068282
168,0.9581454013075147,0.035055690578051975,0.9554555813471476,0.04762220743930701
169,0.9581575001989092,0.034940082978989394,0.9564599232240156,0.04485104379780365
170,0.9581372891153608,0.03510264847427606,0.9555395299738104,0.045750991074424804
171,0.9581256117139544,0.03520298767834902,0.9559000784700568,0.047071809908657364
172,0.9581097424030304,0.03531283435544797,0.9544116800481622,0.04699721616325957
173,0.958103050504412,0.035321384641741005,0.9558952468814272,0.04568547834501122
174,0.958155437026705,0.0350351164915732,0.9543848055781741,0.04930266489585241
175,0.9581449755600521,0.03514802266976663,0.9560872966592963,0.04488881519346526
176,0.9581586412021093,0.03490392504526036,0.9554528774637164,0.046135489123337196
177,0.958151661498206,0.034995271797691074,0.9561878605322405,0.04617494570486473
178,0.9581579949174609,0.03494398011160749,0.9533862020030166,0.04898637171947595
179,0.9581556481974466,0.03497080901371581,0.9566613453807253,0.04456147506381526
180,0.9581905995096479,0.034735265294356006,0.9554318890852087,0.04635282934588544
181,0.9581758643899645,0.03470208094056163,0.9554815545226588,0.045837180745421036
182,0.9581877504076276,0.03472524673811027,0.954946467370698,0.04755952717228369
183,0.9581943741866521,0.03461316616407462,0.9551756598732688,0.04725110655029615
184,0.9581851184368133,0.034742407953100546,0.9561945001284281,0.045948876067996025
185,0.9581631915909904,0.03478687253913709,0.9554691675937537,0.046649493954398415
186,0.9581880356584277,0.034640926362148355,0.9536582665009932,0.049101706142678406
187,0.9581728773457664,0.03473812951041119,0.9591824629090049,0.04151296028585145
188,0.9581804914133889,0.03480487090668508,0.9546191294987997,0.04663977952617587
189,0.9581748689923968,0.03475398700684309,0.9558892105564927,0.04792829523935462
190,0.9581431252615792,0.03505705906344311,0.9549513007655288,0.04583616848244811
191,0.9580913773604802,0.03545450081250497,0.9536051280570753,0.04984960750196919
192,0.9580293076378958,0.03573445110980954,0.9559184963052924,0.04677913428256006
193,0.9581292407853262,0.03513790009809392,0.9561890670747468,0.045060128312219276
194,0.9581367867333549,0.03499970430774348,0.9545403195149971,0.04731423046552774
195,0.9581888914108276,0.03479337503335306,0.9559997302113157,0.045347043736414475
196,0.9582110932895116,0.034440965817442964,0.9553266456632903,0.04686582698063417
197,0.9582364380359649,0.03432220108807087,0.9552031376145103,0.04633114712707924
198,0.9582161494663783,0.03437053500009435,0.9553389689501595,0.04681563169202384
199,0.9581725886889867,0.03479328051741634,0.9560613379333959,0.04527201661557862
